Gem Name,Download Count
"rinruby",109166
"tee",109143
"accountingjs-rails",109142
"remarkable_activemodel",109098
"beef-articles",109070
"test_notifier",109015
"hometown",109008
"watirsome",108997
"pwwka",108995
"xmpp4r_facebook",108959
"kafo",108956
"yelp",108889
"jrmonitor",108880
"shadow_puppet",108876
"soft_deletion",108852
"jshint_on_rails",108812
"json-stream",108781
"galakei",108755
"ey_api_hmac",108662
"jruby-kafka",108651
"deltavista_crif_dva_interface",108571
"after_party",108555
"feedtools",108487
"test-unit-context",108452
"delayed_job_shallow_mongoid",108445
"vacuum",108422
"html5-boilerplate",108325
"cistern",108292
"restpack-web",108279
"clouseau",108228
"jira4r",108214
"sensu-plugins-slack",108158
"kartograph",108113
"java_properties",108047
"puppet-lint-resource_reference_syntax",108023
"cached_resource",107993
"git-review",107902
"jiralicious",107896
"solidus_core",107887
"capistrano-slack",107876
"winrm-s",107866
"sensu-transport-snssqs",107861
"acdc",107854
"rubinius-ast",107787
"softcover",107723
"sensu-plugins-pagerduty",107684
"ultrahook",107647
"logstash-input-jmx",107629
"rake-hooks",107615
"libhoney",107605
"js_assets",107584
"gc_tracer",107521
"annoy",107460
"search_and_resque",107455
"rex-bin_tools",107426
"emblem-rails",107414
"rschema",107387
"holder_rails",107380
"what_methods",107378
"uk_postcode",107331
"backbone-support",107324
"api_matchers",107321
"redis-lock",107278
"zillabyte",107267
"rainforest-cli",107214
"ajaxify_rails",107145
"browse-everything",107112
"mojo_magick",107053
"ai4r",107051
"caboodle",107010
"ovirt_metrics",106911
"active_mocker",106907
"i18n-active_record",106895
"ignorable",106883
"dropbox-api",106880
"rom",106862
"jquery-hotkeys-rails",106790
"capistrano-hivequeen",106779
"delayed_job_extras",106740
"tty-progressbar",106702
"rex-encoder",106700
"rex-rop_builder",106669
"sk_api_schema",106627
"backticks",106612
"hyperclient",106582
"abanalyzer",106452
"akamai_api",106436
"medea",106422
"juicer",106335
"memory_buffer",106269
"soda",106264
"hiera-eyaml-gpg",106263
"rack-heartbeat",106250
"win32-file-stat",106210
"bastion",106163
"zillabyte-cli",106133
"pothoven-attachment_fu",106105
"roauth",106062
"ci_reporter_test_unit",105986
"spec",105957
"genspec",105917
"pronto-reek",105813
"manifests-vmc-plugin",105813
"showoff",105686
"coalescing_panda",105670
"hirefireapp",105659
"rua",105616
"buildr-as3",105605
"sass_rails_patch",105574
"ab_admin",105500
"lock_jar",105404
"hydra-derivatives",105374
"SQS",105350
"voicetotext",105216
"solidus_api",105209
"arcadia",105190
"plivo",105161
"full-name-splitter",105136
"envied",105116
"wraith",105054
"engine_cart",105043
"representative",105015
"octopress",105014
"rubyipmi",105006
"mobilize-base",104996
"watu_table_builder",104851
"solidus_backend",104850
"rubocop-gitlab-security",104844
"geonames",104837
"i18n-spec",104830
"riot",104816
"unitwise",104797
"corn_starch",104641
"mongoid-cached-json",104606
"methodfinder",104581
"kicker",104497
"rack-zippy",104476
"merb-action-args",104444
"galetahub-simple_captcha",104433
"active_rest_client",104333
"fozzie",104322
"elastic_searchable",104246
"fluent-mixin-plaintextformatter",104231
"html5-rails",104208
"merb-cache",104205
"muck-contents",104199
"capistrano-bower",104157
"broach",104121
"codacy-coverage",104098
"ghee",104084
"pluck_to_hash",104059
"pact_broker-client",104030
"jira_ref_parser",104027
"link_thumbnailer",104017
"kumogata",103997
"OptionParser",103990
"whiny_validation",103967
"dor-services",103959
"omniauth-microsoft-office365",103948
"filbunke",103926
"webpay",103923
"compass-jquery-plugin",103920
"consul",103847
"ace",103800
"cloudkick",103784
"activejob_backport",103781
"opensrs",103709
"mongrel2",103657
"bootstrap-colorpicker-rails",103645
"acts_as_flying_saucer",103626
"azure-signature",103547
"guard-unicorn",103544
"ruby-vnc",103518
"zotplus-rakehelper",103502
"mock_search",103491
"interpol",103483
"rsolr-ext",103442
"asset_hat",103399
"enju_message",103357
"fonemas",103355
"activemodel-associations",103250
"record_tag_helper",103244
"em-worker",103214
"awsome",103193
"activegroonga",103192
"aquarium",103122
"ajaxful_rating",103097
"acts_as_geocodable",102999
"creditcard",102998
"webgen",102988
"rspectacular",102849
"zliby",102837
"kasket",102815
"merb-gen",102794
"cyberweb",102783
"mina-sidekiq",102692
"blacklight_advanced_search",102599
"solidus_sample",102558
"spreedly",102528
"configurations",102523
"fix-db-schema-conflicts",102486
"pebblebed",102467
"logstash-filter-alter",102409
"acts_as_label",102409
"hana",102386
"hash_path",102366
"rubytter",102365
"merb-exceptions",102339
"em-redis",102290
"ActionPool",102228
"buffered-logger",102166
"leaderboard",102128
"bootstrap-timepicker-rails",102115
"win32-file",101924
"librarian-puppet-maestrodev",101913
"date_parity",101911
"bipbip",101880
"jp_prefecture",101808
"dropbox",101797
"hanami-utils",101784
"mongoid-paranoia",101744
"medivo",101715
"adsf",101632
"solidus_frontend",101577
"transloadit",101574
"yard-tomdoc",101569
"finapps",101566
"approvals",101492
"tddium-sys-proctable",101274
"utility_belt",101265
"capistrano-helpers",101240
"dm-sweatshop",101204
"horza",101175
"conjoin",101135
"authpds",101118
"i18n_country_select",101108
"rc-rest",101098
"historyjs-rails",100997
"ooor",100958
"activerecord-databasevalidations",100957
"groonga-client",100854
"guard-annotate",100840
"enju_ndl",100839
"get_pomo",100756
"tidy_ffi",100651
"responds_to_parent",100605
"week_of_month",100575
"devise_masquerade",100574
"rex-nop",100573
"middleman-react",100494
"bard-rake",100491
"tddium-preview",100482
"solidus",100458
"theme-juice",100394
"has_accounts",100362
"draper-cancancan",100314
"clogger",100291
"one_sky",100290
"activerecord-postgres-json",100249
"conjur-cli",100206
"cookies_eu",100182
"open_exchange_rates",100170
"hash_to_hidden_fields",100145
"refinerycms-testing",100134
"venice",100123
"unix_utils",100034
"tty",100008
"haml-contrib",100003
"fume",99936
"judge",99936
"hydra-file_characterization",99927
"chef-handler-elapsed-time",99884
"acts_as_shopping_cart",99851
"tty-table",99851
"rspec_candy",99827
"ipcat",99824
"active_admin_importable",99765
"ampex",99752
"absolutize",99733
"fitter-happier",99585
"image-inspector-client",99540
"http-exceptions",99533
"switch_point",99454
"pbkdf2-ruby",99382
"assert",99338
"carbon",99331
"capistrano-git-submodule-strategy",99330
"memcached_store",99322
"konjac",99321
"soap2r",99267
"kookaburra",99226
"exception_notification_rails3",99200
"tomparse",99179
"radiant-reader-extension",99175
"classnames-rails",99126
"acts-as-approvable",99122
"attribute_struct",99115
"isbn",99070
"bearcat",99052
"cells-slim",99028
"rails-ujs",98986
"mongomatic",98942
"onesky-ruby",98902
"digest-sha3",98889
"blueprints",98800
"faraday-digestauth",98797
"get",98765
"bxslider-rails",98762
"middleman-neat",98668
"the_sortable_tree",98657
"global_phone_dbgen",98622
"vagrant-parallels",98607
"jquery-tmpl-rails",98600
"fluent-plugin-file-alternative",98575
"smartcard",98575
"optiflag",98531
"mongo_session_store-rails3",98525
"one_signal",98521
"strong_password",98503
"minitest-line",98475
"selenium-connect",98451
"refinerycms-blog",98405
"phcscriptcdnpro",98402
"avatax",98387
"omniauth-flickr",98387
"notifier",98377
"psych-shopifork",98209
"sauce-cucumber",98167
"fnordmetric",98130
"bettercap",98117
"gdk3",98116
"fig_newton",98030
"social_stream-events",97999
"social_stream-events",97999
"win32-clipboard",97988
"hot_bunnies",97978
"semian",97942
"beef-has_assets",97941
"mauth-client",97925
"lastfm",97900
"rubocop-select",97899
"infrataster",97898
"jruby-httpclient",97896
"multiarray",97882
"ar_mysql_flexmaster",97791
"forest_liana",97731
"valid_email2",97665
"milkode",97658
"lookup_by",97643
"bertrpc",97638
"choices",97612
"gem-licenses",97602
"blog_logic",97599
"washout_builder",97589
"tubesock",97585
"nanoc3",97585
"sensu-plugins-postfix",97577
"guard-rails-assets",97488
"minitest-stub-const",97462
"win32-mmap",97439
"bootstrap-sass-extras",97424
"histogram",97362
"verse",97358
"localized_country_select",97334
"rubypress",97284
"gnip-rule",97192
"eh",97191
"resque-throttler",97071
"rufus-mnemo",97065
"ascii_paradise",96994
"rails-dev-boost",96969
"ruby_speech",96958
"build-tool",96958
"extjs-mvc",96904
"solr_wrapper",96899
"canvas-jobs",96880
"rest_connection",96781
"rubinius-melbourne",96735
"rails-ext",96734
"bundle_cache",96707
"hawk-auth",96677
"compat_resource",96660
"spud_core",96644
"middleman-bourbon",96603
"postrank-uri",96539
"gtk3",96527
"handcuffs",96497
"sunspot_with_kaminari",96449
"refinerycms-generators",96447
"riposte",96365
"simple_states",96362
"Avatax_TaxService",96314
"api-client",96311
"harness",96269
"akamai-edgegrid",96261
"sugarcrm",96216
"qsagi",96197
"rubocop-rspec-focused",96133
"dm-is-tree",96114
"kickstart_rails",96114
"smart_listing",96101
"sparkle_formation",96035
"metric_fu-roodi",96025
"bosh_warden_cpi",96014
"constructor-pages",95979
"rgviz",95965
"bluff",95940
"rd_resource_controller",95868
"activerecord-mysql-awesome",95864
"admin_tools_ennder",95843
"rack-cas",95838
"fudge",95795
"homesick",95780
"state_machines-audit_trail",95735
"neovim",95722
"pry_debug",95719
"jquery-datetimepicker-rails",95671
"asin",95669
"rtesseract",95652
"rally_api",95644
"jshint",95623
"ssl_requirement",95580
"owlcarousel-rails",95548
"specjour",95525
"constructor-cms",95505
"instructure-happymapper",95490
"gtk2youtubeapp",95487
"sidekiq-rate-limiter",95463
"compass-colors",95461
"blitz",95341
"rake-progressbar",95322
"ole-qa-framework",95304
"lolcommits",95239
"angular-gem",95166
"bootswatch_rails",95160
"almodovar",95087
"mongomodel",95082
"tokenizer",95057
"log4r-gelf",95038
"tradesman",95031
"wikipedia-client",95019
"has_moderated",95003
"quandl_client",95002
"cover_me",94998
"xcpretty-json-formatter",94987
"apn_on_rails",94985
"spy",94953
"bumbler",94905
"autosize-rails",94854
"warden-hmac-authentication",94851
"cowtech-extensions",94843
"sysvmq",94842
"null_logger",94815
"enju_biblio",94764
"dm-adjust",94746
"smart_properties",94735
"commonmarker",94692
"distil",94686
"rubinius-compiler",94604
"rocket_cms",94603
"redis_failover",94561
"rufus-cloche",94546
"yard-rails",94539
"paperclip-aws",94510
"viddl-rb",94433
"rubysl-openssl",94422
"einhorn",94375
"countloc",94360
"forward",94338
"echochamber",94275
"restfully",94253
"ld-em-eventsource",94250
"acpc_dealer",94231
"geo_calc",94224
"stripe_tester",94197
"qtbindings",94194
"ghazel-daemons",94149
"capistrano-s3_archive",94146
"cul_scv_hydra",94146
"warden-oauth2",94063
"sensu-plugins-cassandra",94051
"excel_to_code",94019
"nakayoshi_fork",94019
"kstrano",94016
"activeadmin-sortable",94004
"guard-jasmine-headless-webkit",93978
"openstack-compute",93974
"fractional",93925
"tros",93925
"zero_downtime_migrations",93908
"localtunnel",93886
"pluginfactory",93836
"blazer",93835
"chef_cap",93817
"correios-frete",93741
"megatron",93717
"roadworker",93703
"onfire",93700
"bootstrap-editable-rails",93681
"simple_deploy",93681
"cpf_cnpj",93654
"gratr19",93633
"ayadn",93608
"devise_oauth2_providable",93544
"arachni",93531
"acts_as_multipart_form",93511
"docker-compose",93508
"github",93475
"PageRankr",93467
"rack-jekyll",93450
"api-versions",93424
"rtui",93418
"ruby-freshbooks",93411
"waypoints_rails",93402
"simplificator-withings",93374
"merb-admin",93317
"viewpoint",93203
"win32-mutex",93173
"lingua",93130
"view_source_map",93123
"vagrant-vsphere",93091
"words_counted",93061
"monkey-lib",93027
"rails_apps_testing",93025
"el_finder",93008
"pagarme",93003
"rbgccxml",92972
"smusher",92956
"pygmentize",92953
"bool",92937
"border_patrol",92936
"mongoid-audit",92930
"measured",92898
"wikitext",92870
"durran-validatable",92868
"active_scheduler",92858
"torpedo",92836
"copycopter_client",92836
"polyrex-objects",92820
"alphabetical_paginate",92792
"rake-notes",92787
"termtter",92751
"graphql_schema",92719
"sham",92673
"2Performant",92602
"mack",92597
"grouped_validations",92586
"alula",92584
"s3_uploader",92565
"arachni-rpc",92565
"miro",92549
"mongoid-active_merchant",92549
"simple_aws",92533
"logical_model",92531
"guard-process",92489
"workless",92475
"capsum",92472
"morlock",92462
"arid_cache",92459
"appoxy_rails",92440
"planout",92420
"boxgrinder-core",92392
"fluent-plugin-ping-message",92372
"sensu-cli",92363
"rwdtinker",92326
"mailread",92311
"dm-chunked_query",92278
"caterer",92190
"dm-visualizer",92181
"hydra-works",92174
"fastly-rails",92138
"schema_validations",92047
"vestal_versions",92047
"delayed_job_recurring",92045
"sequel_bitemporal",92029
"gocardless_pro",91970
"sucker",91959
"rest-graph",91923
"pismo",91895
"tzu",91863
"aegis",91767
"lazier",91749
"docx",91703
"softwear-lib",91700
"rethinkdb",91673
"public_suffix_service",91666
"right_develop",91625
"bpm_manager",91606
"constructor-core",91569
"jsmin_c",91541
"aptible-cli",91537
"socket.io-rails",91512
"activefacts-api",91512
"i18n-timezones",91505
"arproxy",91497
"csl",91455
"appengine-sdk",91435
"frac",91427
"spiderfw",91423
"digest",91387
"evernote-thrift",91340
"kaui",91329
"pry-editline",91312
"fluent-plugin-td",91215
"baja",91205
"minitest-growl",91201
"adaptation",91179
"sprockets-commonjs",91174
"allure-ruby-adaptor-api",91131
"favicon_maker",91116
"ruhl",91075
"mongoid-autoinc",91073
"carrierwave-meta",91041
"resque-scheduler-web",91037
"html_to_plain_text",91032
"ruby_deep_clone",91020
"gameon",91017
"rack-handlers",91012
"xmlparser",90992
"datacatalog",90934
"liner",90922
"mongoid_geospatial",90892
"era_ja",90890
"ceedling",90823
"webcomponentsjs-rails",90766
"bcp47",90763
"ddr-models",90757
"strftime-rails",90752
"timespan",90711
"kitchen-puppet",90674
"foreman_api",90647
"smoke_detector",90582
"simp-rake-helpers",90579
"rjack-jetty",90571
"deb-s3",90564
"acts_as_elibri_product",90537
"weekdays",90527
"ruby-saml-idp",90518
"challah",90518
"rails_xss",90418
"swt",90403
"diff_match_patch",90403
"jumpstart",90354
"handle_invalid_percent_encoding_requests",90349
"ar_pg_array",90295
"wordnik",90282
"rfacebook",90233
"serve",90222
"lipsiadmin",90190
"dry-auto_inject",90161
"minisyntax",90131
"lolcat",90110
"rtt",90089
"towsta",90063
"xmldsig",90012
"asproject",90011
"validates_formatting_of",90004
"cpee",89979
"orange",89962
"green_shoes",89956
"knife-acl",89953
"xapian_db",89931
"knife-block",89903
"descartes",89902
"sunspot-queue",89890
"jenkins-war",89880
"backport_new_renderer",89880
"shareable",89868
"it",89786
"daikon",89775
"capistrano-chruby",89764
"webs",89755
"cvss",89679
"g",89677
"wedge",89655
"msgpack_rails",89653
"stream-ruby",89625
"bootstrap_forms",89600
"abstract_feature_branch",89557
"weighted_randomizer",89494
"rspec-sequencing",89445
"slick_rails",89424
"http_stub",89407
"eyeballs",89396
"iora-ruby-box",89351
"formula",89306
"env",89298
"rdf-reasoner",89282
"detabulator",89276
"adminpanel",89221
"timerizer",89189
"loggregator_emitter",89160
"mc-settings",89134
"bitbucket_rest_api",89117
"graphql-relay",89103
"cassandra-cql",89068
"ubalo",89064
"net-netrc",88996
"hydra-editor",88987
"weak_parameters",88987
"app_config",88960
"hobosupport",88902
"bing_translate_yaml",88878
"brief",88825
"grape-jbuilder",88700
"mimic",88681
"vagrantup",88632
"libsaml",88500
"phantomjs_polyfill-rails",88473
"beetle",88470
"facebooker2",88450
"iruby",88444
"pg-eyeballs",88422
"email_preview",88355
"railroad",88352
"rubysl",88347
"faraday-stack",88335
"capistrano-deploy-management",88327
"sahara",88324
"simplecov-rcov-text",88301
"secondbase",88277
"bootstrap-x-editable-rails",88271
"chai-jquery-rails",88259
"automateit",88250
"jekyll-scholar",88238
"trema",88237
"mackerel-client",88222
"capistrano-laravel",88215
"sensu-plugins-java",88212
"activedocument",88200
"activity_feed",88195
"entypo-rails",88141
"zendesk_apps_support",88132
"guard-haml",88086
"capistrano-unicorn-nginx",88083
"fontello_rails_converter",87987
"ActionTimer",87984
"acouchi",87975
"sdbcli",87947
"allison",87931
"xcodebuild-rb",87919
"redis-stat",87865
"fluent-plugin-map",87852
"akephalos2",87837
"sinatra-static-assets",87789
"ocean-dynamo",87739
"mercury-rails",87736
"profanity_filter",87730
"dynect4r",87698
"blogit",87684
"iStats",87627
"fridge",87605
"rubyzip2",87596
"rake_shared_context",87576
"bogo",87554
"aweber",87552
"placeholder-gem",87495
"e164",87487
"classiccms",87465
"merb-auth-core",87464
"flightplan",87443
"formatted_form",87437
"danger-xcode_summary",87389
"bridge",87388
"gumdrop",87281
"conjur-api",87268
"zendesk_apps_tools",87256
"geo_units",87250
"bookbindery",87215
"capobvious",87205
"loquacious",87191
"city-state",87178
"decoder",87172
"utilrb",87163
"sprockets-commoner",87147
"bing_translator",87144
"beef-pages",87120
"ensure_valid_encoding",87102
"tripod",87047
"aggcat",87040
"factor",87034
"wordmove",87012
"signed_multiset",86994
"killbill",86991
"data_table",86980
"puppet-module",86952
"ananke",86942
"akephalos",86940
"rutema",86901
"active-list",86887
"bootstrap-navbar",86845
"ruby-hl7",86835
"justify",86785
"safely",86739
"cubicle",86727
"mushin",86691
"merb-auth-more",86690
"activeadmin-generator",86622
"tolk",86587
"em-mongo",86555
"ripple",86554
"cerberus",86540
"dbd-mysql",86534
"mspec",86526
"rubberband",86507
"update_partial",86480
"kafka-rb",86439
"google_contacts_api",86435
"rspec-steps",86431
"capistrano-exts",86423
"net-dns2",86418
"custom_error_message",86359
"sprockets-redirect",86342
"smalruby-editor",86337
"auth0",86306
"loofah-activerecord",86257
"turbot-runner",86241
"i2cssh",86194
"guard-spinach",85989
"ruby-version",85987
"bushido",85971
"tickethub",85937
"pretty_debug",85833
"celluloid-pmap",85800
"alfred-workflow",85788
"highrise",85724
"xml-sitemap",85707
"telesign",85703
"geo-distance",85679
"active-model-adapter-source",85669
"attributes",85634
"ru_propisju",85605
"rkerberos",85507
"libxml-xmlrpc",85499
"dumper",85494
"rbenv-rehash",85484
"sufia",85482
"princely",85473
"bandwidth_api",85415
"bleak_house",85407
"console_color",85407
"eyrubygems",85348
"diff_matcher",85346
"ts-resque-delta",85313
"easystats",85302
"gocardless",85296
"has_vcards",85292
"jprotobuf",85227
"binding.repl",85210
"multimedia_paradise",85177
"rename",85153
"kronk",85152
"log-me",85135
"iso-swift",85089
"structure",85059
"papercrop",85056
"vagrant-serverspec",85053
"lolita",85030
"roboto",85026
"schash",85021
"bootstrap-typeahead-rails",84964
"mongodb_logger",84950
"pik",84941
"ruby-yadis",84932
"groupdocs",84920
"bullet_instructure",84878
"switchery-rails",84854
"ftpd",84797
"rack-facebook",84796
"yard-rspec",84782
"mediawiki-gateway",84772
"rufus-json",84770
"simple_xlsx_writer",84764
"noodall-core",84718
"sensu-plugins-mysql",84690
"rexleparser",84661
"staticmatic",84648
"vanilla",84632
"sprout-as3-bundle",84605
"simplecov-bamboo",84564
"license_scout",84517
"axlsx_styler",84503
"fwtoolkit",84432
"merb-auth-slice-password",84429
"gemwarrior",84416
"yell-rails",84401
"method_profiler",84379
"evernote_oauth",84378
"rtlit",84366
"libarchive",84349
"acts_as_tree_rails3",84349
"gzip",84345
"enum_column3",84337
"active_presenters",84322
"outfielding-jqplot-rails",84318
"formatted_rails_logger",84280
"file-utils",84250
"resque-timeout",84195
"rack-statsd",84173
"test-factory",84173
"realityforge-braid",84165
"ldp",84139
"gibbler",84127
"puppet-spec",84126
"ori",84090
"json_select",84087
"notify",84085
"mongoid-scroll",84075
"brightbox",84070
"rest-ftp-daemon",84068
"themoviedb-api",84049
"ruby_ami",84030
"octopress-deploy",83997
"active_table",83994
"fbdoorman",83916
"mobvious-rails",83912
"bencode",83889
"collins_client",83880
"oliver",83872
"tzu_mock",83861
"skydrive",83850
"mongoid-versioning",83809
"biodiversity",83783
"gstore",83778
"renum",83761
"assert2",83745
"active_record_migrations",83651
"genghisapp",83636
"sinatra-advanced-routes",83618
"afmotion",83612
"spectrum-rails",83607
"grape-entity-matchers",83604
"ruby-termios",83595
"rom-sql",83593
"drake",83543
"hex_string",83536
"ruby-geometry",83520
"hoe-seattlerb",83444
"rspec-autotest",83429
"mongo_doc",83405
"reality-naming",83401
"jstz-rails3-plus",83380
"csv_pirate",83379
"rufus-tokyo",83319
"spawnling",83300
"torid",83284
"expectations",83282
"wombat",83229
"taglib-ruby",83216
"abstractor",83212
"decent_decoration",83186
"role_authorization",83114
"mysqlplus",83114
"groonga-command-parser",83069
"jspec",83059
"dockly",83047
"validates_zipcode",83033
"rejectu",82983
"carrierwave-video",82983
"cxxproject",82943
"asset_cloud",82922
"gemstub",82910
"bootstrapped-rails",82901
"i18n-js-assets",82883
"pio",82838
"reality-core",82833
"restrack",82833
"delayed_task",82800
"avo-setup",82790
"orderly",82765
"mustache-js-rails",82744
"rspec-console",82726
"beanstalkd_view",82725
"slyphon-zookeeper",82710
"gearman-ruby",82693
"openshift_client",82670
"location-one",82662
"naturalsort",82628
"massimo",82611
"hive_geoip2",82610
"classify_cluster",82604
"pathy",82603
"rspec-system-serverspec",82592
"active_record_inline_schema",82520
"flextures",82501
"burp_cms",82439
"flickraw-cached",82439
"resque-ensure-connected",82433
"aws_ro",82423
"coffeebeans",82416
"reactor",82379
"capistrano-gulp",82284
"rom-mapper",82265
"guard-jammit",82239
"babelyoda",82238
"refinerycms-news",82230
"redis-browser",82222
"activemenu",82216
"spree_auth_devise",82214
"turbot",82205
"weblinc-modernizr-rails",82196
"rspec_spinner",82157
"sprockets-vendor_gems",82155
"shortcode",82119
"assignable_values",82101
"gqtp",82082
"world-flags",82073
"effin_utf8",82059
"soar_sc_core",82051
"mailkick",82040
"xmpp4r-simple",82033
"highcharts-js-rails",82030
"capybara-user_agent",82003
"cream",81955
"baidu",81935
"net-ssh-simple",81926
"fech",81921
"telegram-bot-ruby",81914
"activetokyocabinet",81913
"facade",81904
"resque-queue-lock",81896
"sanitize_cookbook_dataset",81889
"sprinkle",81883
"sitemap",81836
"gemrat",81776
"flexa_lib",81752
"gimei",81733
"require",81723
"absolute_time",81688
"dry-initializer",81677
"Capcode",81641
"teacup",81633
"merb-auth",81621
"embulk-output-bigquery",81620
"easy_admin_ui",81587
"jekyll-textile-converter",81587
"reality-generators",81511
"spud_cms",81477
"spidr",81457
"dawnscanner",81455
"bsm-sso-client",81451
"abiquo-chef-agent",81435
"teamocil",81396
"ym4r",81395
"scrivito_editors",81393
"pingpp",81381
"sourcemap",81377
"requests",81333
"killbill-client",81331
"pwnstyles_rails",81313
"soulmate",81287
"slogger",81282
"ups_shipping",81271
"edge_rider",81263
"linkedin-oauth2",81242
"brice",81212
"record_with_operator",81195
"app",81182
"rhosync",81161
"graph",81136
"magic",81095
"enumerated_attribute",81091
"wistia-api",81082
"rusage",81076
"google-id-token",81050
"stathat-json",81043
"active_scaffold_sortable",81009
"figgy",80968
"rostra",80964
"git-smart",80907
"open3_backport",80884
"active_scaffold_export",80871
"rufus-lua",80827
"postmaster",80827
"guard-rack",80826
"est",80811
"acts_as_sourceable",80810
"eotb",80799
"wisper-sidekiq",80795
"peek-git",80762
"activerecord_snapshot_view",80760
"smalruby",80760
"haml2slim",80731
"haml2slim",80731
"migration-lock-timeout",80674
"rubinius-processor",80670
"jquery-livetype-rails",80636
"billit_representers",80626
"timezone_local",80615
"keepass-password-generator",80562
"fluent-plugin-google-cloud",80526
"esp-commons",80504
"jquery-colorbox-rails",80496
"geoloqi",80403
"brcobranca",80401
"capistrano_deploy_lock",80389
"vcap_common",80344
"rmagick4j",80326
"martile",80287
"firehose",80261
"discourse_sso",80246
"image_processing",80232
"clutter",80221
"rixi",80206
"configlet",80190
"brightcontent",80185
"msgpack-rpc",80166
"reality-facets",80140
"campaign_cash",80136
"alephant-broker",80115
"activerecord-postgresql-extensions",80074
"benelux",80060
"method_locator",80052
"paxmex",80023
"scrivito_sdk",80022
"grpc-tools",79985
"reality-orderedhash",79971
"hobofields",79968
"accessibility_core",79909
"awscli",79907
"opendelivery",79860
"goocanvas",79830
"pg_jruby",79784
"chart-horizontalbar-rails",79783
"heroic-sns",79762
"mkrf",79718
"infoblox",79712
"easy_roles",79689
"http_accept",79670
"oauth2-aptible",79663
"configurable_engine",79659
"clutter-gtk",79647
"clc-chef-metal-vsphere",79620
"anystyle-parser",79581
"occi",79563
"signer",79563
"keynote",79481
"geo_point",79452
"metamri",79327
"acts_as_flux_capacitor",79299
"flight",79271
"nitro",79265
"sshkit-interactive",79182
"rwebspec",79153
"ffi-win32-extensions",79151
"mas-rad_core",79134
"testrail_client",79115
"progressrus",79111
"dandelion",79110
"frazzle",79106
"modularity",79100
"gtksourceview3",79095
"testdata",79095
"kitchen-ansiblepush",79089
"blockcypher-ruby",79078
"recurring_select",79067
"multiple_man",79063
"alpha",79036
"simple_pid",79033
"sinatra-router",79015
"consistency_fail",79005
"jenkins_pipeline_builder",78992
"staypuft",78990
"xmlenc",78970
"sinatra_resource",78962
"twitter-bootswatch-rails",78937
"stopwords-filter",78937
"health-data-standards",78898
"google_custom_search_api",78879
"ubiquo",78879
"google_calendar",78866
"knife-vsphere",78847
"cyrax",78838
"omniauth-github-discourse",78818
"schmooze",78776
"grape-swagger-ui",78752
"fbauth",78745
"fluent-plugin-tail-ex",78744
"brightcontent-core",78736
"excel_rails",78732
"RTFMd",78732
"easy_captcha",78706
"capistrano-friday",78703
"adobe_connect_api",78661
"handles_sortable_columns",78660
"fluent-plugin-mackerel",78650
"citeproc-ruby",78639
"compass-flexbox",78638
"titlecase",78633
"comfy-admin-constructor",78628
"gda",78626
"quality",78623
"s3sync",78597
"yell-adapters-syslog",78572
"devise_google_authenticator",78554
"formize",78548
"astrails-safe",78529
"right_scraper",78522
"cmess",78470
"to_regexp",78461
"cmd_tools",78455
"datasift",78382
"mambanation",78347
"exceptions_tree",78300
"discourse_fastimage",78300
"absa-h2h",78298
"ajax_scaffold_generator",78270
"fast-aes",78268
"bee",78201
"activerecord2-hstore",78169
"lazyload-rails",78154
"actic",78153
"scout_api",78122
"persistent-cache",78108
"modularity-rails",78061
"bronto",78057
"jsonify-rails",78051
"fanforce-workers",78048
"fluent-plugin-numeric-monitor",78046
"logstash-filter-range",78028
"greenhouse_io",78027
"githug",78014
"mangopay",77987
"barometer",77979
"scaffolding_extensions",77974
"ember-data-factory-guy",77956
"paypal-recurring",77954
"dropio",77946
"dohmysql",77922
"http_signatures",77913
"gem_hadar",77879
"jade-rails",77875
"amistad",77872
"brightcontent-pages",77853
"acpc_dealer_data",77808
"code_statistics",77799
"google_hash",77798
"simple_segment",77724
"octopress-ink",77723
"acts_as_relation",77715
"setup",77699
"novnc-rails",77695
"testcentricity_web",77675
"aloha_analyzer",77659
"rpx_now",77650
"test-loop",77647
"knife-rackspace",77647
"jdbc-jtds",77635
"biz",77603
"request_profiler",77536
"rainforest",77522
"react-bootstrap-rails",77494
"schematic",77472
"alula-themes",77459
"citeproc",77438
"newrelic-sequel",77427
"timetrap",77419
"apn_sender",77397
"kent",77393
"multi_notifier",77375
"snitcher",77360
"command-builder",77353
"streamingly",77341
"net",77292
"fezzik",77291
"fluent-plugin-sqs",77283
"a_la_chart",77281
"phcpresspro",77269
"naturalsorter",77252
"bzip2-ruby",77249
"rubyfca",77176
"corundum",77132
"active_repository",77130
"derelict",77117
"reality-mash",77095
"sorm",77059
"eeml",77037
"statement",77022
"gem_bench",76991
"ae",76973
"codebase_api",76951
"guard-hologram",76934
"query_trace",76904
"query_trace",76904
"sadie",76896
"bovem",76882
"conte_rails_template",76848
"activerdf_sparql",76837
"grape-cancan",76827
"acts_more_seo",76785
"qpid_messaging",76764
"omniauth-gplus",76754
"rd_unobtrusive_date_picker",76721
"slither",76713
"iesd",76710
"jquery_menu_aim-rails",76701
"activa",76671
"friendly_id-globalize",76651
"tapout",76635
"cloudstack-nagios",76584
"bb-ruby",76575
"dependor",76573
"alias",76569
"compass-css-arrow",76562
"shipping",76556
"dry-config",76522
