Gem Name,Download Count
"ms-sequest",50250
"fotoramajs",50245
"shopify_theme",50239
"yard_klippstein_template",50219
"opengl",50219
"ms_deploy",50217
"srsbp",50213
"buildr-resolver",50212
"sidekiq-priority",50208
"ruby-watchr",50197
"htty",50195
"vkontakte_api",50175
"curation_concerns",50154
"json-schema-rspec",50153
"tengine_support",50133
"elibri_onix_dict",50127
"crowdblog",50112
"aws-sdb",50109
"payday",50106
"chicken_soup",50087
"github_cli",50067
"rack-less",50049
"graylog2_exceptions",50048
"abstract_interface",50032
"akaer",50021
"harpy",50014
"version_fu",50012
"zxcvbn-js",50011
"oversip",50003
"sproutvideo-rb",49994
"google-cloud-spanner",49988
"program_information",49962
"fiveruns_tuneup",49955
"fluent-plugin-grepcounter",49951
"hermann",49940
"qiniu-rs",49931
"win32-sapi",49921
"active_record_serialize_json",49919
"resque-throttle",49915
"brtraducao",49914
"adyen-admin",49908
"faraday_hal_middleware",49906
"verification",49891
"stub_env",49883
"tkh_authentication",49876
"ruby-activeldap",49875
"simple_form_extension",49873
"opbeat",49872
"Sac",49864
"bad_word_detector",49859
"fog-maestrodev",49857
"remote_lock",49855
"trackoid",49854
"bank-contact",49848
"ec2dream",49840
"rubysl-fiber",49835
"sidekiq-retries",49833
"jquery-source",49831
"comply",49826
"artisan",49818
"evil-blocks-rails",49817
"capybara-envjs",49810
"shoulda-activemodel",49807
"http-parser-lite",49794
"botemon",49784
"CoffeeTags",49784
"eventhub-command",49779
"asari",49773
"shortly",49772
"xapian-full-alaveteli",49770
"sinatra-simple-navigation",49766
"pry-state",49765
"hal-client",49753
"yell-adapters-fluentd",49750
"vagrant-windows",49745
"ruleby",49730
"rails_admin_import",49723
"dep",49715
"sage_pay",49710
"rubysl-un",49708
"esp-auth",49696
"admix",49668
"groupify",49665
"representative_view",49644
"future-resource",49643
"auto_increment",49632
"bel",49622
"edtf",49591
"prof",49587
"bcl",49583
"soup",49579
"opal-spec",49575
"appbombado_startae",49575
"riaction",49575
"sinon-chai-rails",49575
"ab_panel",49556
"better_form",49544
"gem2rpm",49541
"masterview_gem_pack",49529
"zip_tricks",49528
"fluent-plugin-mysqlslowquery",49523
"aws-kclrb",49521
"rspec-repeat",49514
"tootsie",49514
"lsh",49511
"opener-tokenizer",49497
"image_sorcery",49484
"cms-fortress",49481
"protobuf-activerecord",49476
"trecs",49464
"clock",49459
"seesmic-rest",49452
"rubylabs",49451
"hashicorp-checkpoint",49448
"desert",49445
"bigcommerce",49441
"youtuber",49429
"motion-kit",49428
"raydash",49418
"caruby-tissue",49416
"state_manager",49412
"RangeHash",49406
"fortitude-sass",49404
"shared_should",49399
"rubysl-io-console",49391
"ir_b",49380
"prawn_shapes",49378
"brm_client",49349
"git-pr-release",49348
"css_grid",49335
"curly-templates",49328
"pragmatic_segmenter",49314
"concord_cacher",49313
"eventq_rabbitmq",49306
"solusvm",49286
"vcardigan",49278
"apple-tv-converter",49265
"duration",49246
"rubysl-io-nonblock",49240
"rspec_around_all",49239
"authlogic-oid",49237
"solidus_gateway",49233
"acts_as_money",49232
"phonie",49226
"yard-slipstream",49222
"rails-translate-routes",49221
"propono",49218
"a2z",49190
"gtk2bookmarks",49172
"simp-rspec-puppet-facts",49171
"stanford-core-nlp",49117
"platanus",49104
"dm-xml-adapter",49097
"page_title_helper",49085
"corn",49084
"collectd",49077
"thin_man",49077
"memoization",49077
"treat",49069
"ratom-instructure",49045
"rails_code_qa",49033
"hotdog",49011
"dj_mon",49007
"vx-service_connector",49000
"redhillonrails_core",48993
"watir-rspec",48987
"object2module",48987
"mcollective-test",48981
"aigu",48975
"goog",48970
"app-routes",48967
"simple_command",48967
"6to5-source",48962
"freebase-api",48938
"ruby_fs",48934
"bookingsync-api",48925
"blacklight_range_limit",48920
"apill",48916
"dnapi",48904
"continuent-tools-core",48903
"flag-icons-rails",48895
"infopark_fiona_connector",48894
"srt",48891
"rackspace-monitoring",48860
"rspec-redis_helper",48848
"civo",48841
"think_feel_do_engine",48835
"widget_list",48832
"riskman",48815
"rspec-example_disabler",48812
"mobj",48794
"mui-sass",48788
"synapse",48781
"geo_ip",48771
"bogo-ui",48732
"saucelabs-adapter",48732
"test_declarative",48730
"axiom",48726
"redislock",48724
"ludy",48720
"eventq_base",48714
"sinatra-can",48708
"yaks",48701
"blacklight-spotlight",48694
"templus_models",48682
"capybara-json",48681
"cas_rest_client",48658
"uppercutbuild",48653
"statsd-client",48651
"verbalize",48650
"ra10ke",48646
"rails_event_store",48640
"robust-redis-lock",48632
"jqcloud-rails",48624
"activerecord-mysqlspatial-adapter",48606
"puppetdb-ruby",48599
"garbageman",48598
"kissmetrics",48597
"aavkontakte-rails3",48590
"lmdb",48578
"errata",48577
"aurb",48565
"jimson",48558
"sprite",48554
"keyword_search",48553
"css_press",48546
"octopress-date-format",48543
"my_plugin",48532
"vlad-git",48502
"SassyLists",48489
"acts_as_sanitiled",48483
"smartkiosk-server",48458
"panoramic",48449
"hello",48445
"imw",48442
"winrm-transport",48434
"onfido",48417
"redpear",48414
"jdoc",48404
"owasp-esapi-ruby",48403
"sicuro",48386
"uwsgi",48374
"data_fabric",48371
"ui_alchemy-rails",48367
"rley",48366
"dm-is-versioned",48351
"yard-doctest",48348
"cable",48324
"pg_audit_log",48320
"egads",48309
"alephant",48302
"sweetalert-rails",48296
"jobparser",48295
"system-getifaddrs",48284
"secure",48281
"airbrake_user_attributes",48274
"irwi",48274
"client_side_validations-mongoid",48272
"rubycas-server",48270
"lcbo",48267
"rails-database-url",48260
"uzuuzu-core",48242
"lita-eightball",48241
"gauntlt",48240
"judge-simple_form",48236
"domr",48236
"cassiopeia",48227
"tanker",48221
"restful_resource",48212
"graphql-map",48203
"rewritten",48196
"nail_polish",48195
"locomotive-tinymce-rails",48190
"rack-streaming-proxy",48189
"json_record",48187
"knife-openstack",48184
"myimdb",48181
"ninja-model",48176
"guard-phpunit",48176
"to_source",48169
"meta_events",48161
"lita-forecast",48155
"rexslt",48153
"plesk_kit",48148
"modalfields",48133
"cirrocumulus",48132
"fluent-plugin-growthforecast",48131
"redis_object",48122
"ns_service_pack",48118
"rugalytics",48116
"press",48104
"fingerprintjs-rails",48101
"activerecord-postgres-earthdistance",48061
"cookbook-omnifetch",48053
"omniauth-wordpress",48048
"greensock-rails",48047
"omniauth-scaffold",48043
"git-process",48041
"exlibris-aleph",48034
"superbolt",48020
"active_list",48006
"graylog2-declarative_authorization",48003
"dietrb",47996
"jekyll-s3-yearofmoo",47991
"renshi",47986
"parse_resource",47984
"homeschool",47983
"ey_stonith",47981
"activepayment",47980
"rightresource",47978
"jruby-rack-worker",47974
"tunnel-vmc-plugin",47964
"orientdb",47963
"gchart",47920
"codeclimate-yaml",47905
"irt",47904
"acts_as_publishable",47898
"filey-diff",47895
"gondola",47874
"gplan",47866
"salad",47854
"pec",47845
"capybara-page-object",47842
"ipaddr_range_set",47840
"gjp",47836
"spanner",47836
"poise-service-spechelper",47827
"liquidscript",47816
"data_science_theater_3000",47779
"chef-dk",47777
"lita-coin",47755
"fredit",47750
"redcar-icons",47742
"buildbox",47738
"hash_kit",47735
"extracter",47733
"batman-rails",47725
"haml-i18n-extractor",47705
"raygun",47700
"barthes",47692
"em_pessimistic",47689
"codesake-dawn",47681
"twurl",47678
"jtv-apns",47671
"stilts-stomp-client",47669
"dbi-dbrc",47668
"xommelier",47664
"one_inch_punch",47662
"fluent-plugin-remote_syslog",47659
"request_id",47647
"dm-parse",47625
"ably",47607
"sexmachine",47601
"notifiable-rails",47601
"hbase-jruby",47593
"ec2onrails",47593
"vhx-quartz",47586
"nailgun",47585
"haproxy",47580
"gitscape",47577
"shorturl",47576
"qosme",47553
"acts_as_amico",47551
"trailblazer-cells",47544
"aclatraz",47535
"abn",47531
"representors",47523
"fluent-plugin-numeric-counter",47518
"memories",47517
"exvo_warez",47511
"itriagetestrail",47507
"appbase",47505
"high_five",47496
"bellows",47494
"egregious",47476
"gowalla",47475
"moargration",47457
"simple_auth",47455
"aozoragen",47453
"soar_pl",47448
"zeromqrb",47440
"Soroban",47439
"pose",47431
"dm-ldap-adapter",47430
"redcar-bundles",47419
"loris",47403
"alephant-renderer",47391
"valid_url",47381
"sensu-plugins-couchbase",47370
"nested_has_many_through",47364
"moonshado-sms",47360
"knife-joyent",47325
"hydra-pcdm",47324
"omniauth-yahoojp",47320
"permutation",47319
"jemalloc",47313
"paperclip-dropbox",47301
"imprint",47292
"rails-datatables",47290
"SiriProxy-SamsungRemote",47284
"apify",47277
"pagelux",47271
"shh",47264
"newrelic-aws",47261
"nobrainer",47254
"w3clove",47253
"googl-api",47251
"rehabilitate",47229
"pulitzer",47206
"logstash-output-nagios_nsca",47204
"kleisli",47203
"render_csv",47181
"spire",47180
"xduration",47177
"dicom",47173
"warden-basic_auth",47160
"rails-latex",47154
"safariwatir",47154
"polymer-rails",47147
"summon",47139
"teaspoon-bundle",47138
"socket.io-emitter",47125
"mina-scp",47124
"nmatrix",47124
"alf",47120
"ruby2js",47103
"stages",47103
"datadog_rails",47102
"rantly",47094
"warp-clamav",47093
"percy-cli",47091
"mongoid-geospatial",47079
"spark_api",47076
"magent",47069
"element_factory",47065
"hanami-view",47058
"voteable_mongoid",47043
"em-jack",47039
"ruby-beautify",47036
"omniauth-surveymonkey",47034
"cstruct",47031
"kumade",47030
"json2-rails",47024
"hanami",47023
"iCuke",47018
"abcjs-rails",47010
"smartguard",47006
"wlang",46998
"gem_update_checker",46982
"guard-sprockets",46982
"beanstalkapp",46976
"genmodel",46975
"carrierwave-sequel",46974
"kakurenbo-puti",46971
"db_leftovers",46968
"mack_ruby_core_extensions",46966
"momomoto",46938
"rack-bug",46934
"wadling",46934
"activeadmin_hstore_editor",46926
"mack-active_record",46924
"logstash-filter-checksum",46916
"elibri_api_client",46914
"ruby-blockcache",46907
"euston-rabbitmq",46893
"gren",46881
"pagedown-rails",46876
"Spy-Vs-Spy",46875
"grape-activerecord",46853
"lock_manager",46844
"bixby-common",46828
"perfectsched",46822
"jquery-slimscroll-rails",46820
"easycompile",46815
"secure_string",46812
"acts_as_messenger",46811
"thoughtbot-clearance",46808
"addresslogic",46801
"sso_clyent",46800
"lines-engine",46758
"mem_info",46751
"active_admin_sidebar",46745
"iso-iban",46745
"spyke",46742
"acts_as_silent_list",46737
"lita-jira",46729
"inflection-js-rails",46725
"batch_manager",46725
"phpass-ruby",46682
"logstash-output-syslog",46661
"logstash-output-syslog",46661
"ungulate",46660
"foreman-export-nginx",46657
"sql_queries_count",46654
"metasploit-aggregator",46635
"ncs_mdes_warehouse",46632
"capistrano-deploy",46632
"rubyless",46629
"vagrant-mcs",46613
"recommendify",46611
"object_struct",46609
"elecksee",46605
"tractor",46599
"kindai",46596
"ios-devices",46574
"octopusci",46573
"omniauth-odnoklassniki",46564
"day_planner",46561
"darkhelmet-darkext",46553
"chef-irc-snitch",46551
"compass_rose",46549
"openstudio-analysis",46546
"comma-heaven",46537
"bbc-cosmos-tools",46535
"mad_mimi_mailer",46519
"monorails",46489
"dynamini",46480
"haddock",46475
"capistrano-rbenv-install",46469
"pagseguro",46460
"inochi",46458
"opendmm",46442
"headstart",46421
"active_fedora-registered_attributes",46420
"step-up",46414
"logstash-filter-cidr",46404
"google_apps",46404
"graphql-libgraphqlparser",46400
"fluent-plugin-json-nest2flat",46398
"livereload",46395
"stock_quote",46392
"event_tracker",46371
"acts_as_readonlyable",46369
"roundsman",46369
"taxamatch_rb",46360
"activerecord-draft_records",46351
"linkser",46350
"bhm-admin",46345
"sensu-plugins-etcd",46340
"ofac",46325
"copy_tuner_client",46316
"persistent-cache-storage-api",46313
"opener-pos-tagger",46310
"active_record_calculator",46302
"mack-data_mapper",46292
"jquery-cdn",46288
"alephant-lookup",46286
"mongodb_model",46283
"mem",46280
"http_request.rb",46276
"jose",46261
"resourcer",46261
"rbatch",46229
"multi_css",46222
"snatch",46216
"romankana",46199
"role-rails",46194
"express_admin",46192
"logstash-filter-elapsed",46189
"pickler",46181
"litmus",46172
"mongoid-indifferent-access",46168
"lll",46162
"date_time_precision",46158
"rubyexcel",46149
"active_admin-acts_as_list",46135
"SAVAGE",46127
"omniauth-windowslive",46122
"dynarex-usersblog",46117
"fluentd-ui",46112
"vienna_rna",46105
"fierce",46100
"rules",46099
"scss_lint_reporter_checkstyle",46093
"rubysl-readline",46085
"gem_tools",46083
"jquery-infinite-pages",46080
"lono",46075
"rspec-mocks-extensions",46070
"my_obfuscate",46061
"tronprint",46052
"admin_it",46040
"ticketmaster-lighthouse",46029
"ddbcli",46025
"hoe-gemspec",46023
"lita-dig",46017
"tabularize",46006
"vnctools",46004
"cyaml",45997
"hanami-assets",45993
"kelredd-sinatra-helpers",45989
"cronex",45977
"themoviedb",45968
"sinatra-synchrony",45966
"killbill-litle",45961
"display_case",45960
"mortar-api-ruby",45959
"amqp-utils",45958
"muck-friends",45952
"airck",45940
"flannel",45940
"free",45936
"halite",45935
"cpsn",45927
"mercadolibre",45927
"guillotine",45924
"believer",45920
"rails_admin-i18n",45917
"vara",45916
"setler",45915
"marketo",45909
"oxidized",45908
"html_tags",45906
"obfuscate_id",45905
"mofo",45902
"rectify",45897
"acts_as_opengraph",45893
"resque-exceptional",45877
"cocoapods-acknowledgements",45858
"feldtruby",45853
"tawork",45852
"bamboo-client",45835
"Stencil",45819
"svg-flags-rails",45786
"freelancing-god-thinking-sphinx",45777
"jruby-memcached",45774
"gupshup",45766
"redcar-svnkit",45757
"hanami-helpers",45755
"vcloud-core",45740
"after_do",45730
"attrtastic",45716
"simple-cloudfront-invalidator",45716
"rack-methodoverride-with-params",45709
"exvo_helpers",45707
"tunnels",45685
"ruby_event_store",45685
"redcar-javamateview",45681
"rails_db",45678
"finance_math",45675
"rom-support",45663
"kindler",45658
"sections_rails",45653
"trails",45651
"toast",45650
"rb_nav",45649
"middleman-imageoptim",45647
"fun_sftp",45626
"omnistore",45609
"device_cloud",45608
"parameters",45605
"acts_as_rdf",45602
"grit_ext",45599
"kiss",45596
"phantomjs-binaries",45591
"drip-ruby",45585
"jakal",45581
"sendgrid4r",45574
"mongoa",45574
"open-uri-s3",45567
"bootstrap-tagsinput-rails",45565
"runby_pace",45563
"apache_config",45544
"zephyr",45539
"sources",45534
"swift",45525
"vk-ruby",45524
"moto",45522
"r-train",45516
"hakiri",45512
"activist",45505
"hornetseye-frame",45504
"cheatset",45497
"drbqs",45478
"redis-dump",45477
"will_paginate_couchrest",45472
"acts_as_list-rails3",45470
"recap",45463
"rsense",45460
"fraggle",45448
"justified",45442
"obf",45441
"graphiterb",45412
"jstdutil",45409
"acts_as_account",45409
"acts_as_notifiable",45407
"padrino-contrib",45396
"baby-bro",45396
"appoxy_api",45394
"rscript",45389
"lita-dice",45382
"rcap",45378
"siteleaf",45373
"htmldoc",45370
"gtk2twitter",45370
"bugsnag-api",45366
"rsruby",45357
"beezwax",45353
"mordor",45344
"spicycode-micronaut",45340
"multi_js",45336
"rd_searchlogic",45336
"m3u8",45331
"logstash-codec-oldlogstashjson",45316
"appli",45309
"trac-wiki",45294
"deployments",45281
"acts_as_async",45279
"with_locking",45266
"acts_as_monitor",45261
"testgen",45257
"abyss",45246
"jammit-s3",45236
"AdoccaMemcache",45230
"json-pointer",45227
"auditable",45222
"geocomplete_rails",45222
"edge_framework",45220
"mccloud",45215
"cucumber-expressions",45212
"pave",45211
"bootstrap-filestyle-rails",45207
"xapor",45200
"salesforce-deploy-tool",45198
"runpuppet",45195
"brighter_planet_metadata",45189
"auger",45181
"hanami-mailer",45168
"paid_up",45163
"thinreports-rails",45160
"matthuhiggins-foreigner",45145
"celluloid_pubsub",45142
"radix",45140
"activesp",45135
"headjs-rails",45129
"noah",45129
"mollie-api-ruby",45128
"alephant-sequencer",45122
"true",45118
"mushikago-sdk",45117
"diskcached",45111
"bootstrappers",45109
"cijoe",45108
"activerecord_cache",45104
"has_image",45101
"traject",45098
"watirgrid",45092
"wulffeld_slug",45089
"sirportly",45063
"webidl",45044
"hexdump",45039
"heroku_hatchet",45037
"famfamfam_flags_rails",45036
"sensu-plugins-windows",45036
"hammer_cli_foreman",45029
"activeadmin-cancan",45028
"casperjs",44996
"lolita-menu",44990
"t2-server",44980
"tabletastic",44974
"persistent-cache-storage-directory",44974
"survey_generator",44973
"user_agent",44972
"win32-autogui",44964
"rubypants-unicode",44953
"jekyll-toc",44952
"attribution",44942
"rack-coffee",44938
"fluent-plugin-norikra",44934
"moretea-awesome_nested_set",44932
"droidcss",44926
"carrierwave-crop",44920
"capucine",44918
"lucene",44910
"mongoid_rateable",44900
"jekyll-archives",44892
"logstash-output-zeromq",44886
"cohort_scope",44882
"split-analytics",44870
"rails-secrets",44864
"rspec2-rails-views-matchers",44860
"publinator",44851
"gitable",44834
"choir",44823
"transactional_capybara",44820
"datadog-sdk-testing",44819
"omniauth-37signals",44818
"sweet-alert",44815
"fullstack",44814
"scout_statsd_rack",44801
"exercism",44800
"seer",44796
"stepford",44785
"exportr",44782
"nano-store",44782
"ratis",44776
"emailvision",44772
"watson-ruby",44726
"bootstrap_leather",44725
"lazy_priority_queue",44715
"honey-cms",44713
"betabuilder",44710
"crabfarm",44687
"redis-queue",44685
"active_mongo",44677
"calais",44677
"bonsai-elasticsearch-rails",44675
"rrschedule",44672
"ore",44669
"background_process",44655
"auto_complete",44653
"arvicco-avalon",44650
"alephant-logger",44648
"thread_hazardous",44644
"assimilate",44632
"guard-delayed",44631
"rsense-server",44629
"AoBane",44618
"cgminer_monitor",44612
"activerecord-mysql2-retry-ext",44609
"s3_file_field",44594
"rs.ge",44577
"git-whistles",44576
"libarchive-static",44567
"xcpretty-buildkite-formatter",44565
"mize",44564
"attachments",44554
"lita-ascii-art",44553
"permissify",44548
"acread",44547
"webp-ffi",44538
"caracal",44537
"confiture",44527
"stacco",44522
"dir-to-xml",44503
"xdo",44502
"persistent-cache-storage-sqlite",44502
"css3-progress-bar-rails",44495
"kafo_wizards",44490
"diet",44487
"bteitelb-paperclip",44483
"embulk-input-mysql",44478
